image_name,age,filepath,gender_0,gender_1,race_0,race_1,race_2,race_3,race_4,eye_distance,mouth_width,face_width,face_height
25_0_0_20170117191852883.jpg.chip.jpg,25,/Users/cipherxishant/Downloads/archive/UTKFace/25_0_0_20170117191852883.jpg.chip.jpg,1,0,1,0,0,0,0,72.87728118896484,62.26335525512695,156.25180053710938,190.69827270507812
6_0_2_20170103210440650.jpg.chip.jpg,6,/Users/cipherxishant/Downloads/archive/UTKFace/6_0_2_20170103210440650.jpg.chip.jpg,1,0,0,0,1,0,0,79.56181335449219,65.04412078857422,171.82403564453125,190.03868103027344
43_1_0_20170109012420929.jpg.chip.jpg,43,/Users/cipherxishant/Downloads/archive/UTKFace/43_1_0_20170109012420929.jpg.chip.jpg,0,1,1,0,0,0,0,80.73043823242188,73.01724243164062,165.7756805419922,199.09445190429688
63_0_0_20170111193827549.jpg.chip.jpg,63,/Users/cipherxishant/Downloads/archive/UTKFace/63_0_0_20170111193827549.jpg.chip.jpg,1,0,1,0,0,0,0,84.97570037841797,78.09561920166016,181.4810333251953,193.72579956054688
1_0_3_20170104230640081.jpg.chip.jpg,1,/Users/cipherxishant/Downloads/archive/UTKFace/1_0_3_20170104230640081.jpg.chip.jpg,1,0,0,0,0,1,0,79.0315933227539,64.29771423339844,175.9058380126953,191.7341766357422
1_0_0_20170110212654271.jpg.chip.jpg,1,/Users/cipherxishant/Downloads/archive/UTKFace/1_0_0_20170110212654271.jpg.chip.jpg,1,0,1,0,0,0,0,80.4653091430664,58.71501922607422,189.29774475097656,189.25979614257812
27_1_2_20170116163552814.jpg.chip.jpg,27,/Users/cipherxishant/Downloads/archive/UTKFace/27_1_2_20170116163552814.jpg.chip.jpg,0,1,0,0,1,0,0,74.99044799804688,63.437774658203125,165.1141815185547,192.21728515625
5_1_2_20161219160439406.jpg.chip.jpg,5,/Users/cipherxishant/Downloads/archive/UTKFace/5_1_2_20161219160439406.jpg.chip.jpg,0,1,0,0,1,0,0,77.10450744628906,60.813323974609375,167.73184204101562,187.00282287597656
40_1_0_20170117201542095.jpg.chip.jpg,40,/Users/cipherxishant/Downloads/archive/UTKFace/40_1_0_20170117201542095.jpg.chip.jpg,0,1,1,0,0,0,0,83.0097885131836,67.48278045654297,171.64784240722656,198.64535522460938
26_0_1_20170113181549340.jpg.chip.jpg,26,/Users/cipherxishant/Downloads/archive/UTKFace/26_0_1_20170113181549340.jpg.chip.jpg,1,0,0,1,0,0,0,80.3541488647461,66.44088745117188,165.8188934326172,201.07388305664062
30_0_3_20170117150038298.jpg.chip.jpg,30,/Users/cipherxishant/Downloads/archive/UTKFace/30_0_3_20170117150038298.jpg.chip.jpg,1,0,0,0,0,1,0,74.20438385009766,65.56719970703125,149.99160766601562,202.99172973632812
24_0_2_20170116172525947.jpg.chip.jpg,24,/Users/cipherxishant/Downloads/archive/UTKFace/24_0_2_20170116172525947.jpg.chip.jpg,1,0,0,0,1,0,0,78.50563049316406,70.80587768554688,158.76869201660156,200.08950805664062
26_0_3_20170119183051629.jpg.chip.jpg,26,/Users/cipherxishant/Downloads/archive/UTKFace/26_0_3_20170119183051629.jpg.chip.jpg,1,0,0,0,0,1,0,82.0165786743164,68.66136169433594,175.65586853027344,210.5360107421875
42_1_0_20170104184036733.jpg.chip.jpg,42,/Users/cipherxishant/Downloads/archive/UTKFace/42_1_0_20170104184036733.jpg.chip.jpg,0,1,1,0,0,0,0,82.14955139160156,71.82195281982422,173.112548828125,187.6732635498047
28_1_1_20170117140921395.jpg.chip.jpg,28,/Users/cipherxishant/Downloads/archive/UTKFace/28_1_1_20170117140921395.jpg.chip.jpg,0,1,0,1,0,0,0,72.21990966796875,59.38656234741211,159.4995574951172,193.04454040527344
46_1_3_20170119204838888.jpg.chip.jpg,46,/Users/cipherxishant/Downloads/archive/UTKFace/46_1_3_20170119204838888.jpg.chip.jpg,0,1,0,0,0,1,0,81.83899688720703,69.79202270507812,176.55499267578125,200.71380615234375
40_0_0_20170117134704557.jpg.chip.jpg,40,/Users/cipherxishant/Downloads/archive/UTKFace/40_0_0_20170117134704557.jpg.chip.jpg,1,0,1,0,0,0,0,75.89239501953125,67.37982177734375,161.29347229003906,200.36837768554688
29_0_3_20170119195113147.jpg.chip.jpg,29,/Users/cipherxishant/Downloads/archive/UTKFace/29_0_3_20170119195113147.jpg.chip.jpg,1,0,0,0,0,1,0,74.5180435180664,62.83518600463867,162.94094848632812,193.667724609375
9_0_1_20170110225612237.jpg.chip.jpg,9,/Users/cipherxishant/Downloads/archive/UTKFace/9_0_1_20170110225612237.jpg.chip.jpg,1,0,0,1,0,0,0,77.98768615722656,65.48021697998047,167.99942016601562,202.98138427734375
60_0_1_20170113151557287.jpg.chip.jpg,60,/Users/cipherxishant/Downloads/archive/UTKFace/60_0_1_20170113151557287.jpg.chip.jpg,1,0,0,1,0,0,0,82.28250122070312,69.333251953125,167.47300720214844,196.5391845703125
17_1_1_20170113132612480.jpg.chip.jpg,17,/Users/cipherxishant/Downloads/archive/UTKFace/17_1_1_20170113132612480.jpg.chip.jpg,0,1,0,1,0,0,0,74.472900390625,59.182861328125,156.62196350097656,180.88072204589844
58_0_0_20170113185223064.jpg.chip.jpg,58,/Users/cipherxishant/Downloads/archive/UTKFace/58_0_0_20170113185223064.jpg.chip.jpg,1,0,1,0,0,0,0,74.36927032470703,61.89968490600586,161.14306640625,189.884521484375
43_1_1_20170113013019161.jpg.chip.jpg,43,/Users/cipherxishant/Downloads/archive/UTKFace/43_1_1_20170113013019161.jpg.chip.jpg,0,1,0,1,0,0,0,74.56797790527344,63.834007263183594,158.20765686035156,193.62074279785156
26_0_1_20170113154951523.jpg.chip.jpg,26,/Users/cipherxishant/Downloads/archive/UTKFace/26_0_1_20170113154951523.jpg.chip.jpg,1,0,0,1,0,0,0,74.5797119140625,63.97492218017578,161.57318115234375,202.9051971435547
57_0_0_20170104185225142.jpg.chip.jpg,57,/Users/cipherxishant/Downloads/archive/UTKFace/57_0_0_20170104185225142.jpg.chip.jpg,1,0,1,0,0,0,0,82.51298522949219,74.37896728515625,162.76242065429688,202.79762268066406
14_1_0_20170104013351986.jpg.chip.jpg,14,/Users/cipherxishant/Downloads/archive/UTKFace/14_1_0_20170104013351986.jpg.chip.jpg,0,1,1,0,0,0,0,75.76252746582031,68.13595581054688,162.71481323242188,198.4585723876953
29_0_1_20170112214947864.jpg.chip.jpg,29,/Users/cipherxishant/Downloads/archive/UTKFace/29_0_1_20170112214947864.jpg.chip.jpg,1,0,0,1,0,0,0,70.01150512695312,57.81507110595703,148.09133911132812,178.0108184814453
72_1_0_20170110161254894.jpg.chip.jpg,72,/Users/cipherxishant/Downloads/archive/UTKFace/72_1_0_20170110161254894.jpg.chip.jpg,0,1,1,0,0,0,0,75.49789428710938,59.353797912597656,176.3404541015625,190.66702270507812
29_1_3_20170104232346298.jpg.chip.jpg,29,/Users/cipherxishant/Downloads/archive/UTKFace/29_1_3_20170104232346298.jpg.chip.jpg,0,1,0,0,0,1,0,91.26171112060547,81.55728149414062,177.19418334960938,205.49024963378906
26_0_3_20170117153922501.jpg.chip.jpg,26,/Users/cipherxishant/Downloads/archive/UTKFace/26_0_3_20170117153922501.jpg.chip.jpg,1,0,0,0,0,1,0,79.59174346923828,69.2734146118164,170.6864776611328,203.7069091796875
64_0_0_20170117194627251.jpg.chip.jpg,64,/Users/cipherxishant/Downloads/archive/UTKFace/64_0_0_20170117194627251.jpg.chip.jpg,1,0,1,0,0,0,0,84.19462585449219,68.13865661621094,183.4433135986328,194.48385620117188
29_0_1_20170104220317630.jpg.chip.jpg,29,/Users/cipherxishant/Downloads/archive/UTKFace/29_0_1_20170104220317630.jpg.chip.jpg,1,0,0,1,0,0,0,84.32943725585938,67.8414306640625,158.84800720214844,199.5204315185547
42_1_1_20170113001802155.jpg.chip.jpg,42,/Users/cipherxishant/Downloads/archive/UTKFace/42_1_1_20170113001802155.jpg.chip.jpg,0,1,0,1,0,0,0,85.27790832519531,71.3000717163086,164.37063598632812,190.23252868652344
23_1_0_20170116173236417.jpg.chip.jpg,23,/Users/cipherxishant/Downloads/archive/UTKFace/23_1_0_20170116173236417.jpg.chip.jpg,0,1,1,0,0,0,0,75.07986450195312,61.276878356933594,152.63577270507812,196.269287109375
47_0_0_20170105173009578.jpg.chip.jpg,47,/Users/cipherxishant/Downloads/archive/UTKFace/47_0_0_20170105173009578.jpg.chip.jpg,1,0,1,0,0,0,0,72.14569854736328,62.60736083984375,163.1770477294922,203.45440673828125
45_0_1_20170113142436445.jpg.chip.jpg,45,/Users/cipherxishant/Downloads/archive/UTKFace/45_0_1_20170113142436445.jpg.chip.jpg,1,0,0,1,0,0,0,73.9599838256836,59.50714874267578,159.03744506835938,181.72418212890625
17_0_0_20170110232257182.jpg.chip.jpg,17,/Users/cipherxishant/Downloads/archive/UTKFace/17_0_0_20170110232257182.jpg.chip.jpg,1,0,1,0,0,0,0,82.95851135253906,71.9128646850586,170.08689880371094,195.6930694580078
28_1_2_20170116165147900.jpg.chip.jpg,28,/Users/cipherxishant/Downloads/archive/UTKFace/28_1_2_20170116165147900.jpg.chip.jpg,0,1,0,0,1,0,0,75.20942687988281,60.6677131652832,169.4498748779297,196.71182250976562
11_1_0_20170109203400684.jpg.chip.jpg,11,/Users/cipherxishant/Downloads/archive/UTKFace/11_1_0_20170109203400684.jpg.chip.jpg,0,1,1,0,0,0,0,81.14405059814453,66.33065795898438,175.09263610839844,198.47824096679688
5_1_2_20161219142543345.jpg.chip.jpg,5,/Users/cipherxishant/Downloads/archive/UTKFace/5_1_2_20161219142543345.jpg.chip.jpg,0,1,0,0,1,0,0,75.39588928222656,53.188419342041016,176.19671630859375,181.03060913085938
2_1_3_20161219224808112.jpg.chip.jpg,2,/Users/cipherxishant/Downloads/archive/UTKFace/2_1_3_20161219224808112.jpg.chip.jpg,0,1,0,0,0,1,0,83.65911865234375,73.85987091064453,175.54331970214844,204.88070678710938
26_1_2_20170116184737269.jpg.chip.jpg,26,/Users/cipherxishant/Downloads/archive/UTKFace/26_1_2_20170116184737269.jpg.chip.jpg,0,1,0,0,1,0,0,80.9675521850586,67.39966583251953,164.07383728027344,187.23190307617188
34_0_2_20170112205459219.jpg.chip.jpg,34,/Users/cipherxishant/Downloads/archive/UTKFace/34_0_2_20170112205459219.jpg.chip.jpg,1,0,0,0,1,0,0,77.45079803466797,65.26305389404297,162.22145080566406,185.92437744140625
92_0_2_20170105174832245.jpg.chip.jpg,92,/Users/cipherxishant/Downloads/archive/UTKFace/92_0_2_20170105174832245.jpg.chip.jpg,1,0,0,0,1,0,0,74.9935531616211,65.110595703125,157.39344787597656,192.5556640625
45_0_0_20170117135550944.jpg.chip.jpg,45,/Users/cipherxishant/Downloads/archive/UTKFace/45_0_0_20170117135550944.jpg.chip.jpg,1,0,1,0,0,0,0,81.51367950439453,69.86505889892578,169.22364807128906,202.90110778808594
1_0_4_20161221202331737.jpg.chip.jpg,1,/Users/cipherxishant/Downloads/archive/UTKFace/1_0_4_20161221202331737.jpg.chip.jpg,1,0,0,0,0,0,1,78.77784729003906,55.38556671142578,187.4365692138672,186.8085479736328
25_0_2_20170116175213151.jpg.chip.jpg,25,/Users/cipherxishant/Downloads/archive/UTKFace/25_0_2_20170116175213151.jpg.chip.jpg,1,0,0,0,1,0,0,80.44300079345703,66.50920867919922,158.25433349609375,189.4171600341797
58_0_0_20170116220615079.jpg.chip.jpg,58,/Users/cipherxishant/Downloads/archive/UTKFace/58_0_0_20170116220615079.jpg.chip.jpg,1,0,1,0,0,0,0,79.37838745117188,58.492984771728516,184.9496612548828,197.80885314941406
18_1_0_20170109214725387.jpg.chip.jpg,18,/Users/cipherxishant/Downloads/archive/UTKFace/18_1_0_20170109214725387.jpg.chip.jpg,0,1,1,0,0,0,0,78.66773986816406,63.961952209472656,162.70516967773438,184.77926635742188
32_0_1_20170117135943245.jpg.chip.jpg,32,/Users/cipherxishant/Downloads/archive/UTKFace/32_0_1_20170117135943245.jpg.chip.jpg,1,0,0,1,0,0,0,70.97740173339844,62.44630813598633,153.26605224609375,190.08982849121094
26_0_0_20170117195907555.jpg.chip.jpg,26,/Users/cipherxishant/Downloads/archive/UTKFace/26_0_0_20170117195907555.jpg.chip.jpg,1,0,1,0,0,0,0,87.67533874511719,73.72417449951172,195.09690856933594,202.7770233154297
65_1_4_20170117185548913.jpg.chip.jpg,65,/Users/cipherxishant/Downloads/archive/UTKFace/65_1_4_20170117185548913.jpg.chip.jpg,0,1,0,0,0,0,1,75.69380187988281,54.82145309448242,175.0967559814453,192.79005432128906
23_0_1_20170115231442487.jpg.chip.jpg,23,/Users/cipherxishant/Downloads/archive/UTKFace/23_0_1_20170115231442487.jpg.chip.jpg,1,0,0,1,0,0,0,76.67093658447266,55.918663024902344,186.49411010742188,189.57345581054688
10_0_3_20161220215952636.jpg.chip.jpg,10,/Users/cipherxishant/Downloads/archive/UTKFace/10_0_3_20161220215952636.jpg.chip.jpg,1,0,0,0,0,1,0,78.88876342773438,68.9986343383789,175.51455688476562,189.58790588378906
35_1_4_20170117193701109.jpg.chip.jpg,35,/Users/cipherxishant/Downloads/archive/UTKFace/35_1_4_20170117193701109.jpg.chip.jpg,0,1,0,0,0,0,1,83.5052719116211,74.3080062866211,181.32589721679688,202.4322967529297
24_1_3_20170119165528950.jpg.chip.jpg,24,/Users/cipherxishant/Downloads/archive/UTKFace/24_1_3_20170119165528950.jpg.chip.jpg,0,1,0,0,0,1,0,84.41447448730469,69.82011413574219,167.00404357910156,194.82386779785156
62_0_0_20170111204633236.jpg.chip.jpg,62,/Users/cipherxishant/Downloads/archive/UTKFace/62_0_0_20170111204633236.jpg.chip.jpg,1,0,1,0,0,0,0,75.42102813720703,62.424774169921875,167.3941192626953,198.15049743652344
26_1_2_20170116184523693.jpg.chip.jpg,26,/Users/cipherxishant/Downloads/archive/UTKFace/26_1_2_20170116184523693.jpg.chip.jpg,0,1,0,0,1,0,0,79.6787338256836,66.3714370727539,162.34877014160156,198.39944458007812
32_0_0_20170117121829950.jpg.chip.jpg,32,/Users/cipherxishant/Downloads/archive/UTKFace/32_0_0_20170117121829950.jpg.chip.jpg,1,0,1,0,0,0,0,80.60845947265625,72.87471771240234,168.57965087890625,198.23463439941406
65_0_2_20170111205651706.jpg.chip.jpg,65,/Users/cipherxishant/Downloads/archive/UTKFace/65_0_2_20170111205651706.jpg.chip.jpg,1,0,0,0,1,0,0,87.63739013671875,75.83946228027344,171.4477996826172,188.4448699951172
13_1_1_20170109204443201.jpg.chip.jpg,13,/Users/cipherxishant/Downloads/archive/UTKFace/13_1_1_20170109204443201.jpg.chip.jpg,0,1,0,1,0,0,0,73.63158416748047,58.14970779418945,163.91453552246094,168.826904296875
35_0_0_20170117170540987.jpg.chip.jpg,35,/Users/cipherxishant/Downloads/archive/UTKFace/35_0_0_20170117170540987.jpg.chip.jpg,1,0,1,0,0,0,0,80.63867950439453,74.01811218261719,165.35646057128906,194.72337341308594
21_1_4_20170103233924667.jpg.chip.jpg,21,/Users/cipherxishant/Downloads/archive/UTKFace/21_1_4_20170103233924667.jpg.chip.jpg,0,1,0,0,0,0,1,87.09353637695312,75.32160186767578,170.76956176757812,201.58323669433594
10_1_0_20170109204617417.jpg.chip.jpg,10,/Users/cipherxishant/Downloads/archive/UTKFace/10_1_0_20170109204617417.jpg.chip.jpg,0,1,1,0,0,0,0,67.42024993896484,52.696502685546875,151.97433471679688,184.9406280517578
51_1_0_20170110160643172.jpg.chip.jpg,51,/Users/cipherxishant/Downloads/archive/UTKFace/51_1_0_20170110160643172.jpg.chip.jpg,0,1,1,0,0,0,0,81.30242156982422,68.59619140625,175.19357299804688,194.6921844482422
32_0_3_20170109141302293.jpg.chip.jpg,32,/Users/cipherxishant/Downloads/archive/UTKFace/32_0_3_20170109141302293.jpg.chip.jpg,1,0,0,0,0,1,0,78.08100128173828,60.3781852722168,170.49774169921875,195.8402099609375
26_0_1_20170116221037571.jpg.chip.jpg,26,/Users/cipherxishant/Downloads/archive/UTKFace/26_0_1_20170116221037571.jpg.chip.jpg,1,0,0,1,0,0,0,87.7301254272461,74.04302215576172,183.5413055419922,187.6477813720703
37_0_1_20170113174538178.jpg.chip.jpg,37,/Users/cipherxishant/Downloads/archive/UTKFace/37_0_1_20170113174538178.jpg.chip.jpg,1,0,0,1,0,0,0,73.15309143066406,65.73925018310547,159.23971557617188,196.11947631835938
11_1_0_20170109205122664.jpg.chip.jpg,11,/Users/cipherxishant/Downloads/archive/UTKFace/11_1_0_20170109205122664.jpg.chip.jpg,0,1,1,0,0,0,0,72.37712860107422,56.96760559082031,170.43255615234375,184.3906707763672
7_0_1_20170110220056218.jpg.chip.jpg,7,/Users/cipherxishant/Downloads/archive/UTKFace/7_0_1_20170110220056218.jpg.chip.jpg,1,0,0,1,0,0,0,71.88994598388672,52.25875473022461,167.17306518554688,181.7986297607422
55_1_0_20170117190736258.jpg.chip.jpg,55,/Users/cipherxishant/Downloads/archive/UTKFace/55_1_0_20170117190736258.jpg.chip.jpg,0,1,1,0,0,0,0,92.90074157714844,80.25108337402344,177.2445068359375,198.87515258789062
20_1_0_20170116212316301.jpg.chip.jpg,20,/Users/cipherxishant/Downloads/archive/UTKFace/20_1_0_20170116212316301.jpg.chip.jpg,0,1,1,0,0,0,0,79.10765838623047,58.09891128540039,184.39166259765625,190.2644805908203
27_1_1_20170112213555559.jpg.chip.jpg,27,/Users/cipherxishant/Downloads/archive/UTKFace/27_1_1_20170112213555559.jpg.chip.jpg,0,1,0,1,0,0,0,81.75432586669922,73.08377838134766,176.10955810546875,199.34510803222656
25_0_0_20170117134639822.jpg.chip.jpg,25,/Users/cipherxishant/Downloads/archive/UTKFace/25_0_0_20170117134639822.jpg.chip.jpg,1,0,1,0,0,0,0,82.04492950439453,68.60505676269531,181.38668823242188,205.24822998046875
14_1_0_20170109204131257.jpg.chip.jpg,14,/Users/cipherxishant/Downloads/archive/UTKFace/14_1_0_20170109204131257.jpg.chip.jpg,0,1,1,0,0,0,0,84.17733001708984,74.27788543701172,168.4218292236328,202.53953552246094
26_1_4_20161221193707668.jpg.chip.jpg,26,/Users/cipherxishant/Downloads/archive/UTKFace/26_1_4_20161221193707668.jpg.chip.jpg,0,1,0,0,0,0,1,76.70323181152344,65.03321075439453,152.5546875,206.37164306640625
72_0_0_20170111221945926.jpg.chip.jpg,72,/Users/cipherxishant/Downloads/archive/UTKFace/72_0_0_20170111221945926.jpg.chip.jpg,1,0,1,0,0,0,0,84.91128540039062,70.30294036865234,166.5852508544922,191.1314697265625
14_0_1_20170117133924867.jpg.chip.jpg,14,/Users/cipherxishant/Downloads/archive/UTKFace/14_0_1_20170117133924867.jpg.chip.jpg,1,0,0,1,0,0,0,71.35343170166016,59.57609558105469,158.3951416015625,183.4067840576172
2_1_2_20161219151151323.jpg.chip.jpg,2,/Users/cipherxishant/Downloads/archive/UTKFace/2_1_2_20161219151151323.jpg.chip.jpg,0,1,0,0,1,0,0,74.81597900390625,55.08067321777344,161.32162475585938,207.7899932861328
25_0_0_20170116211924733.jpg.chip.jpg,25,/Users/cipherxishant/Downloads/archive/UTKFace/25_0_0_20170116211924733.jpg.chip.jpg,1,0,1,0,0,0,0,76.48096466064453,64.02242279052734,171.6798095703125,194.5447235107422
28_1_0_20170116000534759.jpg.chip.jpg,28,/Users/cipherxishant/Downloads/archive/UTKFace/28_1_0_20170116000534759.jpg.chip.jpg,0,1,1,0,0,0,0,74.51204681396484,62.072593688964844,155.42147827148438,191.82626342773438
9_0_0_20170110221723108.jpg.chip.jpg,9,/Users/cipherxishant/Downloads/archive/UTKFace/9_0_0_20170110221723108.jpg.chip.jpg,1,0,1,0,0,0,0,78.64227294921875,60.202903747558594,175.8976287841797,196.58248901367188
65_0_3_20170119164246893.jpg.chip.jpg,65,/Users/cipherxishant/Downloads/archive/UTKFace/65_0_3_20170119164246893.jpg.chip.jpg,1,0,0,0,0,1,0,73.15738677978516,59.39244079589844,158.20526123046875,181.35958862304688
27_0_2_20170112193056503.jpg.chip.jpg,27,/Users/cipherxishant/Downloads/archive/UTKFace/27_0_2_20170112193056503.jpg.chip.jpg,1,0,0,0,1,0,0,79.46147918701172,67.27730560302734,162.099365234375,194.15892028808594
3_0_0_20170110213243664.jpg.chip.jpg,3,/Users/cipherxishant/Downloads/archive/UTKFace/3_0_0_20170110213243664.jpg.chip.jpg,1,0,1,0,0,0,0,79.02140045166016,66.5968017578125,153.40391540527344,196.1468048095703
7_0_0_20170110220552025.jpg.chip.jpg,7,/Users/cipherxishant/Downloads/archive/UTKFace/7_0_0_20170110220552025.jpg.chip.jpg,1,0,1,0,0,0,0,80.98872375488281,64.15144348144531,180.5535888671875,205.86676025390625
40_0_0_20170117141444172.jpg.chip.jpg,40,/Users/cipherxishant/Downloads/archive/UTKFace/40_0_0_20170117141444172.jpg.chip.jpg,1,0,1,0,0,0,0,81.43521881103516,64.94242858886719,178.7696533203125,200.78836059570312
46_0_4_20170104183938014.jpg.chip.jpg,46,/Users/cipherxishant/Downloads/archive/UTKFace/46_0_4_20170104183938014.jpg.chip.jpg,1,0,0,0,0,0,1,80.96831512451172,70.01499938964844,172.1925048828125,199.38217163085938
29_1_2_20170109005533803.jpg.chip.jpg,29,/Users/cipherxishant/Downloads/archive/UTKFace/29_1_2_20170109005533803.jpg.chip.jpg,0,1,0,0,1,0,0,79.71239471435547,68.40209197998047,164.10488891601562,204.04017639160156
21_1_4_20170103230521217.jpg.chip.jpg,21,/Users/cipherxishant/Downloads/archive/UTKFace/21_1_4_20170103230521217.jpg.chip.jpg,0,1,0,0,0,0,1,78.30381774902344,65.67092895507812,153.8438262939453,187.44271850585938
35_0_2_20170117140448176.jpg.chip.jpg,35,/Users/cipherxishant/Downloads/archive/UTKFace/35_0_2_20170117140448176.jpg.chip.jpg,1,0,0,0,1,0,0,62.86190414428711,50.46013641357422,140.78329467773438,190.29879760742188
31_1_0_20170103183716629.jpg.chip.jpg,31,/Users/cipherxishant/Downloads/archive/UTKFace/31_1_0_20170103183716629.jpg.chip.jpg,0,1,1,0,0,0,0,72.12959289550781,58.50554275512695,156.85781860351562,197.39804077148438
36_1_0_20170117135906160.jpg.chip.jpg,36,/Users/cipherxishant/Downloads/archive/UTKFace/36_1_0_20170117135906160.jpg.chip.jpg,0,1,1,0,0,0,0,78.10546875,69.82543182373047,160.7985382080078,202.6573486328125
24_1_0_20170105000720347.jpg.chip.jpg,24,/Users/cipherxishant/Downloads/archive/UTKFace/24_1_0_20170105000720347.jpg.chip.jpg,0,1,1,0,0,0,0,69.11577606201172,55.54207229614258,154.76425170898438,184.56964111328125
77_1_0_20170110122639530.jpg.chip.jpg,77,/Users/cipherxishant/Downloads/archive/UTKFace/77_1_0_20170110122639530.jpg.chip.jpg,0,1,1,0,0,0,0,82.07614135742188,73.76856231689453,175.50790405273438,196.61293029785156
57_0_3_20170117172459410.jpg.chip.jpg,57,/Users/cipherxishant/Downloads/archive/UTKFace/57_0_3_20170117172459410.jpg.chip.jpg,1,0,0,0,0,1,0,80.52107238769531,68.83185577392578,173.1434326171875,190.72242736816406
50_0_0_20170117174607390.jpg.chip.jpg,50,/Users/cipherxishant/Downloads/archive/UTKFace/50_0_0_20170117174607390.jpg.chip.jpg,1,0,1,0,0,0,0,77.67908477783203,63.843753814697266,173.09202575683594,198.53033447265625
26_0_1_20170116182136243.jpg.chip.jpg,26,/Users/cipherxishant/Downloads/archive/UTKFace/26_0_1_20170116182136243.jpg.chip.jpg,1,0,0,1,0,0,0,67.99079132080078,58.068878173828125,160.74972534179688,190.1275634765625
1_0_3_20161219225116535.jpg.chip.jpg,1,/Users/cipherxishant/Downloads/archive/UTKFace/1_0_3_20161219225116535.jpg.chip.jpg,1,0,0,0,0,1,0,86.22806549072266,67.84929656982422,194.12091064453125,196.74188232421875
35_1_1_20170113001650939.jpg.chip.jpg,35,/Users/cipherxishant/Downloads/archive/UTKFace/35_1_1_20170113001650939.jpg.chip.jpg,0,1,0,1,0,0,0,75.76565551757812,60.40080642700195,159.5462646484375,185.28135681152344
