gender_0,gender_1,race_0,race_1,race_2,race_3,race_4,eye_distance,mouth_width,face_width,face_height,face_aspect_ratio,eye_to_face_ratio,mouth_to_face_ratio
1,0,1,0,0,0,0,84.9460220336914,74.19511413574219,167.50897216796875,202.63133239746097,1.2096745014605752,0.5071132664375269,0.442932179545245
1,0,0,0,0,1,0,82.60748291015625,67.08670806884766,167.68226623535156,195.66488647460935,1.1668788290348044,0.4926429297789425,0.4000823078970537
1,0,1,0,0,0,0,85.650146484375,73.8662109375,185.811767578125,199.09768676757812,1.0715020332814338,0.4609511421194742,0.3975324700920397
1,0,0,0,1,0,0,84.28449249267578,69.10406494140625,190.6448211669922,211.8283538818359,1.1111151752519328,0.4421021876007225,0.3624754374044899
0,1,0,0,1,0,0,86.34687042236328,71.49304962158203,192.9248046875,200.8078765869141,1.040860852041204,0.4475674891169547,0.3705746896433904
1,0,0,0,1,0,0,80.09553527832031,57.35735702514648,200.55419921875,191.2175750732422,0.9534458805555892,0.3993710208528613,0.2859942960485471
1,0,1,0,0,0,0,79.73601531982422,65.80016326904297,163.7353057861328,195.775146484375,1.1956807088392525,0.4869811977141541,0.4018691201211642
0,1,0,0,0,1,0,75.31841278076172,70.45658874511719,155.10874938964844,202.44615173339844,1.305188472797455,0.4855845532707794,0.4542399382521182
0,1,0,0,1,0,0,78.9688720703125,68.09473419189453,168.2919464111328,198.53216552734375,1.1796890449073236,0.4692373803639635,0.4046226551182721
0,1,0,0,0,0,1,77.97431182861328,66.9947738647461,161.09536743164062,198.14260864257812,1.2299708663357942,0.4840257859165378,0.4158702694736068
0,1,0,0,1,0,0,74.08025360107422,55.25636672973633,168.78330993652344,189.21673583984375,1.1210630714079786,0.4389074584977303,0.3273805138109764
1,0,0,0,0,1,0,82.33302307128906,66.76960754394531,171.66372680664062,194.44386291503903,1.132702094566883,0.4796180567839338,0.3889558311823998
1,0,0,1,0,0,0,78.70858764648438,65.66242980957031,177.8693084716797,196.9236602783203,1.1071255742227977,0.4425079757872693,0.3691611013376434
1,0,0,0,1,0,0,82.60497283935547,66.20584106445312,192.83448791503903,195.6898498535156,1.0148073198386307,0.4283724023254097,0.343329877244898
1,0,1,0,0,0,0,75.33670806884766,56.014671325683594,170.310546875,195.80311584472656,1.149682855451324,0.4423490467923944,0.3288972547706969
1,0,1,0,0,0,0,76.28553009033203,64.58119201660156,160.79193115234375,195.8822784423828,1.218234503675389,0.4744363074914165,0.4016444827409501
1,0,0,0,1,0,0,81.37348175048828,68.63676452636719,162.6205291748047,201.0781707763672,1.236487003189022,0.5003887403601914,0.4220670346767098
1,0,0,1,0,0,0,82.14535522460938,68.37015533447266,184.64642333984375,197.60916137695312,1.0702030280502717,0.4448792115156217,0.3702760882004015
0,1,0,1,0,0,0,75.76565551757812,60.40080642700195,159.5462646484375,185.28135681152344,1.1613017529416536,0.4748820392914171,0.3785786308447647
1,0,1,0,0,0,0,84.63719177246094,67.69832611083984,183.8964080810547,199.8928985595703,1.0869864215698273,0.4602438549814198,0.3681329440703428
1,0,0,0,0,1,0,79.82626342773438,69.71318054199219,175.30108642578125,199.0870056152344,1.1356860911385374,0.4553666212532637,0.3976768311216785
1,0,1,0,0,0,0,76.04136657714844,65.44872283935547,159.66717529296875,195.2741851806641,1.2230077022554011,0.4762492130121442,0.4099071879944357
1,0,0,1,0,0,0,66.03247833251953,57.091495513916016,154.55799865722656,188.77098083496097,1.2213601526609488,0.4272342997851835,0.369385576999684
0,1,1,0,0,0,0,74.73535919189453,58.13841247558594,161.94744873046875,192.4172515869141,1.188146235678937,0.4614790771806326,0.3589955441184285
0,1,0,0,0,1,0,83.89862823486328,66.6487808227539,161.02999877929688,198.4069061279297,1.2321114552069303,0.5210124130339984,0.4138904634415406
1,0,0,0,0,1,0,78.88520050048828,70.6933364868164,162.63299560546875,182.41893005371097,1.1216600258427318,0.4850504057113713,0.4346801596049507
0,1,1,0,0,0,0,78.64378356933594,65.48258972167969,175.38095092773438,197.57814025878903,1.1265655660642473,0.4484169070433485,0.3733734443523558
1,0,0,0,1,0,0,83.8108139038086,62.38725662231445,197.1842041015625,198.430419921875,1.0063200590837926,0.4250381732435355,0.3163907418779905
1,0,0,1,0,0,0,79.56909942626953,63.010948181152344,179.37156677246094,201.57533264160156,1.1237864298599056,0.4435992886609821,0.3512872709702309
0,1,1,0,0,0,0,82.38582611083984,72.88362121582031,166.78988647460938,195.67335510253903,1.1731727818660431,0.4939497702900681,0.4369786607350169
0,1,0,0,1,0,0,78.40899658203125,64.37177276611328,162.14849853515625,198.2362365722656,1.2225598039027477,0.483562890130808,0.3969927156134382
1,0,0,0,0,1,0,79.52545928955078,64.62982940673828,181.1833648681641,191.235595703125,1.055480981061784,0.4389225211012972,0.3567095105765664
0,1,1,0,0,0,0,64.93534088134766,52.07196807861328,138.64599609375,183.59442138671875,1.3241956245355648,0.4683535241611991,0.3755749862650424
0,1,0,0,0,0,1,76.10868072509766,64.38313293457031,154.2237548828125,190.69920349121097,1.2365099244024662,0.4934951868013402,0.4174657333657326
0,1,0,1,0,0,0,77.62130737304688,60.92548370361328,180.0624237060547,178.53662109375,0.9915262575005904,0.431079987570093,0.3383575676126181
0,1,1,0,0,0,0,71.51115417480469,57.12720489501953,152.5959930419922,197.69412231445312,1.295539406857496,0.4686306157143056,0.3743689710076395
0,1,0,0,1,0,0,87.43328094482422,73.02977752685547,172.39352416992188,198.4068603515625,1.1508950890521863,0.5071726526029162,0.4236225106395107
1,0,0,1,0,0,0,70.05177307128906,55.697757720947266,153.93405151367188,178.14768981933594,1.1572987787144255,0.4550765238909294,0.3618286998442342
1,0,0,0,0,1,0,74.60478210449219,60.85541534423828,169.16891479492188,189.31361389160156,1.1190803825933415,0.4410076295336717,0.3597316647565622
1,0,0,0,0,0,1,75.87757873535156,67.76101684570312,164.4859161376953,194.7953338623047,1.1842675557659088,0.4613013716738673,0.4119563451802078
1,0,0,0,0,0,1,73.15242767333984,62.59137725830078,162.26812744140625,179.73556518554688,1.107645524845586,0.4508120530308986,0.3857281047438107
0,1,0,0,1,0,0,90.7357177734375,77.9253921508789,178.9005584716797,185.2904815673828,1.0357177369947377,0.5071852125481271,0.4355793677592943
0,1,0,0,1,0,0,74.4375,54.99886703491211,168.8896026611328,184.48939514160156,1.092366801950318,0.4407464925437389,0.325649810102663
0,1,0,0,1,0,0,77.22466278076172,59.9242057800293,183.07693481445312,187.21160888671875,1.0225843527283,0.4218153578932717,0.327317069409983
1,0,1,0,0,0,0,64.80450439453125,56.29084777832031,144.56544494628906,191.20460510253903,1.3226162391267011,0.4482710541139918,0.3893796875126989
1,0,0,1,0,0,0,74.02758026123047,54.30075454711914,170.53451538085938,195.7595062255859,1.147917216572791,0.4340914805187833,0.3184150400629912
1,0,0,1,0,0,0,84.90103912353516,74.85689544677734,178.63943481445312,208.55780029296875,1.1674790647965878,0.4752648216320156,0.419039029789412
1,0,1,0,0,0,0,77.45152282714844,66.60306549072266,164.6309356689453,196.7648468017578,1.195187563031472,0.4704554615597576,0.4045598430215697
0,1,1,0,0,0,0,80.15158081054688,70.99784088134766,168.821044921875,206.89210510253903,1.2255113407115923,0.4747724482314303,0.4205508911178887
0,1,1,0,0,0,0,79.4513168334961,66.48587799072266,172.0752410888672,200.6198883056641,1.1658846853049312,0.4617242802087021,0.3863767824470833
0,1,1,0,0,0,0,77.74455261230469,65.05974578857422,163.1442108154297,190.51644897460935,1.167779402176561,0.4765388377786791,0.3987867265616823
0,1,0,1,0,0,0,79.05924224853516,66.59163665771484,155.04241943359375,191.2718505859375,1.2336743149694025,0.5099200756628868,0.4295059178061699
1,0,0,0,1,0,0,78.1273422241211,71.00167083740234,165.2232208251953,200.378173828125,1.212772471250414,0.4728593343836283,0.4297317924368601
1,0,0,1,0,0,0,81.79463195800781,68.60124969482422,165.48751831054688,193.5845489501953,1.169783382616946,0.4942646599154111,0.4145403254285922
1,0,0,1,0,0,0,81.04317474365234,62.87934494018555,192.3786773681641,194.29855346679688,1.0099796719932668,0.4212690088754287,0.3268519453424165
1,0,1,0,0,0,0,69.24659729003906,54.6501350402832,154.6750946044922,183.20420837402344,1.1844454263466324,0.4476906735832567,0.3533221374780786
0,1,0,0,0,1,0,76.81474304199219,66.20903778076172,163.66746520996094,190.1040954589844,1.1615264842961257,0.4693342256107549,0.4045338986329714
1,0,1,0,0,0,0,71.59415435791016,57.1612663269043,158.45285034179688,192.09877014160156,1.2123402622750392,0.4518325432674465,0.3607462169572991
1,0,0,0,1,0,0,82.3821792602539,62.33591842651367,191.3827667236328,196.7716522216797,1.02815763190334,0.430457666960256,0.3257133309005306
0,1,0,1,0,0,0,74.65337371826172,60.36458206176758,153.2630157470703,183.5074920654297,1.1973370820803355,0.4870932061095682,0.3938626795742238
0,1,0,0,0,1,0,76.8050765991211,62.548133850097656,156.60995483398438,189.6532287597656,1.2109908911014564,0.490422698100762,0.399387982177776
1,0,0,0,1,0,0,79.56181335449219,65.04412078857422,171.82403564453125,190.03868103027344,1.106007551955214,0.4630423971596691,0.3785507687826468
0,1,0,0,1,0,0,76.65586853027344,59.88248443603515,153.6351776123047,188.49285888671875,1.2268860674758792,0.4989473746937892,0.3897706590813948
1,0,1,0,0,0,0,81.5592041015625,64.80563354492188,190.8116149902344,185.65870666503903,0.972994786897752,0.4274331209121449,0.3396314922875034
0,1,0,0,0,1,0,79.79780578613281,66.21073913574219,161.5135498046875,191.6842498779297,1.186799807878203,0.494062608880985,0.4099392231537753
0,1,0,0,0,0,1,90.47179412841795,79.44709014892578,170.52545166015625,207.64353942871097,1.217668901663595,0.5305471602486712,0.4658957907776579
0,1,0,0,0,0,1,79.25320434570312,67.24887084960938,162.599609375,198.5947723388672,1.2213729977717986,0.4874132517927713,0.413585685156935
1,0,1,0,0,0,0,60.847862243652344,49.23031234741211,143.90093994140625,187.86746215820312,1.3055332524909096,0.422845481540485,0.3421125141187942
0,1,0,0,0,1,0,85.2968978881836,70.81399536132812,174.3778533935547,197.0499725341797,1.1300171936940646,0.4891498331251755,0.4060951203562959
1,0,1,0,0,0,0,68.58406066894531,51.964332580566406,146.7281951904297,183.93955993652344,1.2536074590013144,0.4674225058103808,0.3541536956351506
1,0,1,0,0,0,0,74.27188873291016,62.24016952514648,153.90562438964844,174.64527893066406,1.134755663565019,0.4825807310645992,0.4044047757966972
1,0,1,0,0,0,0,72.95636749267578,59.822471618652344,159.5273895263672,201.9362640380859,1.2658407100976805,0.4573281598180814,0.3749981228694568
0,1,1,0,0,0,0,71.5389633178711,61.758583068847656,157.4755401611328,194.05780029296875,1.2323043953010355,0.4542861910152566,0.3921788933421328
0,1,1,0,0,0,0,77.39222717285156,63.06092834472656,163.04684448242188,192.6107177734375,1.1813213459289176,0.4746625267022278,0.3867657086213967
0,1,1,0,0,0,0,77.20700073242188,58.349735260009766,174.47938537597656,196.22984313964844,1.1246591837586024,0.4424992704212737,0.334421944083967
1,0,0,1,0,0,0,75.80583953857422,62.22994613647461,167.86276245117188,191.7834930419922,1.1425017093816647,0.4515941381616707,0.3707191829073832
0,1,0,0,1,0,0,85.4894790649414,72.48303985595703,178.94021606445312,199.18524169921875,1.1131384888206095,0.4777544195774785,0.4050684717506382
0,1,0,0,0,1,0,76.78839874267578,63.445030212402344,164.22877502441406,195.33364868164065,1.1893996569882628,0.4675696980097459,0.3863210341973913
1,0,1,0,0,0,0,60.66130828857422,51.86908721923828,149.57662963867188,188.67442321777344,1.261389721599885,0.4055533838080993,0.3467726699320408
1,0,1,0,0,0,0,89.97897338867188,78.58257293701172,173.6746368408203,200.21226501464844,1.152800827205131,0.5180893135889564,0.452470057611439
1,0,0,0,1,0,0,90.45281982421876,76.0589828491211,197.7272796630859,202.23974609375,1.022821668503977,0.4574625209953039,0.3846661066632815
0,1,1,0,0,0,0,70.86347198486328,56.54602813720703,160.76806640625,176.50433349609375,1.0978817960656395,0.4407807692716543,0.3517242534616237
1,0,1,0,0,0,0,78.60346221923828,59.61688995361328,183.68890380859375,191.54177856445312,1.042750947896353,0.4279162246030066,0.3245535724669295
0,1,0,1,0,0,0,73.99224853515625,52.43751907348633,151.50271606445312,191.7404937744141,1.265591131005485,0.488388924352208,0.3461160330035144
0,1,0,0,1,0,0,63.52938461303711,54.77829360961914,147.1944122314453,192.6654815673828,1.308918447695146,0.4316018770681653,0.3721492737338897
1,0,1,0,0,0,0,74.38831329345703,61.709495544433594,163.85374450683594,196.89996337890625,1.201681194235336,0.4539921471880282,0.37661327624929
0,1,0,0,1,0,0,75.73204040527344,56.52387237548828,170.821533203125,190.3453063964844,1.1142933963140558,0.4433401280576259,0.3308943042226144
0,1,1,0,0,0,0,72.15158081054688,65.52167510986328,147.59706115722656,191.18084716796875,1.295288982511074,0.4888415815656925,0.4439226268879896
0,1,0,1,0,0,0,69.68958282470703,57.94498443603515,160.8473358154297,183.2477264404297,1.1392649154643393,0.4332653846668307,0.3602483320117051
1,0,0,0,1,0,0,75.73650360107422,66.71022033691406,162.7068634033203,201.84312438964844,1.2405323301532558,0.4654782350105133,0.4100024973842174
1,0,0,1,0,0,0,71.35343170166016,59.57609558105469,158.3951416015625,183.4067840576172,1.1579066264479918,0.4504774008861159,0.3761232508691225
0,1,0,1,0,0,0,85.27790832519531,71.3000717163086,164.37063598632812,190.23252868652344,1.157338885653192,0.5188147372763617,0.4337762112342203
0,1,1,0,0,0,0,86.63910675048828,74.41834259033203,164.78799438476562,200.47850036621097,1.21658438234348,0.5257610366213543,0.4516005117252151
0,1,1,0,0,0,0,78.64785766601562,66.93250274658203,180.28384399414065,189.19293212890625,1.0494170078548757,0.4362446236090447,0.3712617906502891
1,0,0,0,0,1,0,74.19393157958984,65.01866149902344,156.05435180664062,195.1705017089844,1.2506572194206458,0.475436479153878,0.4166411301338453
1,0,0,0,0,1,0,85.30164337158203,74.79098510742188,172.19065856933594,201.21429443359375,1.168555228868997,0.4953906563824056,0.4343498406291641
1,0,1,0,0,0,0,81.5466079711914,71.97240447998047,167.91323852539062,201.28094482421875,1.198719925789428,0.48564728241401,0.4286285293050156
1,0,0,0,1,0,0,80.81683349609375,62.89970779418945,197.98472595214844,205.0778350830078,1.0358265472083623,0.408197314754607,0.317699799778453
1,0,0,0,1,0,0,81.49040985107422,70.94422149658203,165.3907470703125,206.5808258056641,1.2490470565311642,0.4927144431872615,0.4289491567894155
0,1,0,0,0,1,0,82.10176086425781,69.07683563232422,165.06692504882812,191.85496520996097,1.1622859343457734,0.4973846870896241,0.4184777514446988
1,0,0,0,0,1,0,71.23688507080078,61.416141510009766,151.3424530029297,190.9549865722656,1.2617410566787173,0.4706999500624043,0.4058090792860406
1,0,0,0,1,0,0,75.311279296875,60.100494384765625,153.53273010253906,197.8853454589844,1.288880522914064,0.4905226347930976,0.3914506981320962
0,1,1,0,0,0,0,83.30610656738281,71.079345703125,175.80801391601562,199.77162170410156,1.1363055486169902,0.47384703752571,0.4043009423738781
1,0,0,1,0,0,0,81.78583526611328,63.992393493652344,182.04896545410156,195.76870727539065,1.0753629211078826,0.4492518540938,0.3515119865363156
1,0,1,0,0,0,0,74.46411895751953,58.3341064453125,174.3135223388672,191.33351135253903,1.097640095761388,0.4271849823145708,0.3346504944803446
0,1,1,0,0,0,0,77.33204650878906,65.46424865722656,160.4434814453125,190.49021911621097,1.1872730347174618,0.4819893323939611,0.4080206192704699
1,0,0,0,0,0,1,73.91357421875,57.36346435546875,157.01220703125,182.70933532714844,1.1636632512960217,0.4707504952404054,0.3653439782809482
0,1,1,0,0,0,0,82.79767608642578,70.38287353515625,165.69674682617188,193.4091796875,1.167247899504029,0.4996940354736515,0.4247691936220877
1,0,0,0,1,0,0,79.6855239868164,68.42741394042969,162.15640258789062,191.79188537597656,1.1827586349667765,0.4914115182323803,0.4219840403979192
0,1,0,1,0,0,0,70.54422760009766,56.69244766235352,155.6863555908203,198.6861267089844,1.2761948595622432,0.45311759872846,0.3641452550366993
0,1,0,0,0,1,0,81.80620574951172,73.33793640136719,175.349365234375,196.43212890625,1.120232905569378,0.4665326597570976,0.41823896142049
0,1,1,0,0,0,0,82.10491943359375,62.52317810058594,188.58038330078125,194.1289978027344,1.0294230736242764,0.4353842006071137,0.3315465638908101
1,0,1,0,0,0,0,82.85075378417969,73.05323028564453,161.96182250976562,199.19532775878903,1.2298906289893,0.5115449585607381,0.4510521625010716
1,0,0,0,0,1,0,73.87356567382812,57.97487258911133,171.21141052246094,191.52322387695312,1.1186358624843378,0.4314757144304746,0.3386157056483435
1,0,1,0,0,0,0,73.0540542602539,62.0993766784668,158.72885131835938,196.5020751953125,1.2379732705378943,0.4602443327314882,0.3912292955104632
1,0,1,0,0,0,0,78.65969848632812,65.90339660644531,164.52655029296875,193.06546020507812,1.173460817486848,0.4780972940006373,0.4005638998027528
0,1,0,1,0,0,0,81.21076965332031,67.7109146118164,170.632080078125,198.48912048339844,1.1632579312900535,0.4759408055984399,0.3968240589976664
1,0,1,0,0,0,0,73.80231475830078,58.50300216674805,166.16403198242188,191.71617126464844,1.1537765963992117,0.4441533698827684,0.352079818169897
1,0,1,0,0,0,0,74.68865966796875,60.02632141113281,163.879150390625,196.2177734375,1.1973321375525328,0.4557544964685236,0.3662840652276577
0,1,1,0,0,0,0,78.30692291259766,66.97396087646484,173.4708709716797,205.29335021972656,1.183445664795458,0.4514125194274363,0.3860818851102604
0,1,0,1,0,0,0,76.9222640991211,69.48512268066406,152.96743774414062,189.594970703125,1.239446600525852,0.5028669188261119,0.4542478040122998
1,0,0,0,0,1,0,67.26862335205078,58.954959869384766,147.16046142578125,191.97418212890625,1.304522833571885,0.4571107123497093,0.4006168457083701
0,1,1,0,0,0,0,78.87783813476562,65.2935791015625,172.41651916503906,195.6120758056641,1.134532101407418,0.4574842278265857,0.3786967711548726
0,1,1,0,0,0,0,81.02947235107422,72.31526947021484,168.32147216796875,198.1786193847656,1.1773816901209269,0.4813971224670287,0.4296259326798848
0,1,1,0,0,0,0,77.36441040039062,63.345306396484375,172.58944702148438,197.1739959716797,1.1424452617148426,0.4482568994543456,0.3670288507767163
1,0,1,0,0,0,0,79.13311767578125,65.86450958251953,180.8641662597656,194.0505523681641,1.0729076764131351,0.4375278935138901,0.3641656108259821
0,1,0,0,1,0,0,85.70560455322266,71.86972045898438,176.61558532714844,208.12258911132812,1.178393111376998,0.4852663732618416,0.4069273972954239
0,1,0,0,1,0,0,69.86276245117188,57.33676528930664,161.01942443847656,195.41941833496097,1.213638783124754,0.4338778547669292,0.3560860156422573
0,1,0,1,0,0,0,83.2476806640625,71.32262420654297,164.8072509765625,189.9367218017578,1.15247794424269,0.5051214686901202,0.4327638728509941
1,0,1,0,0,0,0,72.66049194335938,61.44815826416016,156.86239624023438,193.5894012451172,1.234135177615389,0.4632116663070734,0.3917328801356092
1,0,0,0,0,1,0,74.27307891845703,60.64781951904297,163.84336853027344,201.39773559570312,1.229208953662905,0.4533175775419531,0.3701573036679665
0,1,1,0,0,0,0,86.88378143310547,76.82256317138672,172.09584045410156,199.7351531982422,1.1606041881733458,0.5048569518231768,0.4463940730274391
1,0,0,0,0,1,0,83.79751586914062,71.1931381225586,175.15089416503906,205.7691650390625,1.1748108168101776,0.4784304200592942,0.4064674546021762
0,1,0,1,0,0,0,77.11817169189453,61.60141372680664,163.1847381591797,179.97267150878906,1.1028768593128695,0.4725820108046444,0.3774949448196382
0,1,0,0,0,0,1,78.79556274414062,68.98600769042969,165.7795867919922,200.5366973876953,1.209658566945964,0.4753031677115192,0.4161308941913829
1,0,0,0,1,0,0,70.36991119384766,62.18074035644531,156.8473358154297,197.52198791503903,1.2593263818486105,0.4486522568458258,0.3964411638436536
0,1,0,0,1,0,0,75.264892578125,57.73065185546875,170.3544158935547,194.67779541015625,1.142781033230157,0.441813569571064,0.3388855613319794
1,0,1,0,0,0,0,81.45864868164062,71.3213119506836,169.3240509033203,203.01983642578125,1.1990017681640537,0.4810813835782338,0.4212119398880093
0,1,0,0,0,0,1,68.9465560913086,55.02141189575195,160.15988159179688,187.4129943847656,1.170161918965633,0.4304858083439037,0.343540538048013
1,0,0,0,0,1,0,85.74435424804688,73.039794921875,175.1422882080078,199.8150329589844,1.1408725728287503,0.4895696814592976,0.4170311788728559
0,1,1,0,0,0,0,82.06134033203125,70.05693817138672,177.45716857910156,197.2074279785156,1.1112959231658786,0.4624289961859297,0.3947822380596523
1,0,0,1,0,0,0,68.78553009033203,59.506080627441406,146.5896759033203,191.8024444580078,1.308430783246335,0.4692385713145165,0.4059363680337707
0,1,1,0,0,0,0,88.19295501708984,80.62359619140625,182.38133239746097,201.5002899169922,1.104829574760785,0.4835634977426978,0.4420605723819608
1,0,1,0,0,0,0,79.15656280517578,60.225460052490234,179.41802978515625,186.780029296875,1.041032662773827,0.4411851077618099,0.3356711704203144
1,0,0,0,1,0,0,78.8832778930664,67.49855041503906,168.64761352539062,201.7982177734375,1.1965672893619448,0.4677402558156578,0.4002342458577207
0,1,0,0,0,1,0,66.03673553466797,54.18050003051758,153.69989013671875,184.5004425048828,1.2003941078992733,0.4296472526813593,0.3525083848942447
0,1,1,0,0,0,0,87.044189453125,74.14035034179688,165.8052520751953,200.05010986328125,1.2065366287224446,0.5249784814635973,0.44715320783791
0,1,0,0,1,0,0,78.35198211669922,62.084983825683594,173.80633544921875,192.14349365234375,1.1055033935082452,0.4508004953570373,0.3572078294224381
0,1,0,0,1,0,0,83.1504898071289,64.22499084472656,188.85174560546875,190.42605590820312,1.0083362231981867,0.4402950554708616,0.3400815313558147
1,0,0,1,0,0,0,81.78479766845703,69.75431060791016,174.27037048339844,191.44873046875,1.0985730387655774,0.4692983519894916,0.4002648896334054
1,0,0,1,0,0,0,74.66816711425781,64.44445037841797,159.01780700683594,197.44613647460935,1.2416605422443123,0.4695585263042141,0.4052656214511095
0,1,0,0,0,0,1,78.82183837890625,69.1832275390625,167.2247314453125,203.00900268554688,1.2139891087338173,0.4713527580379661,0.4137140896631518
1,0,0,0,0,0,1,87.68545532226562,69.76031494140625,186.6949005126953,188.8731231689453,1.0116672852352595,0.4696724714037006,0.3736594558814022
0,1,0,0,1,0,0,74.81597900390625,55.08067321777344,161.32162475585938,207.7899932861328,1.288047982411519,0.4637690645450114,0.3414339106807988
1,0,1,0,0,0,0,80.17494201660156,69.49410247802734,164.14004516601562,200.39842224121097,1.220899031912186,0.4884544897956527,0.4233829862038794
0,1,0,0,0,1,0,82.80601501464844,68.54922485351562,172.00582885742188,192.7315673828125,1.1204943963996157,0.4814140053549438,0.3985284993471766
1,0,1,0,0,0,0,80.67705535888672,69.23668670654297,167.54928588867188,193.42465209960935,1.154434356874134,0.4815123796617825,0.4132317624591207
